id,R_RELAT,HHFAMINC,age_category,R_SEX,WORKER,TRPTRANS,TRAVDAY,time_of_day,WHYTRP1S
90000774862,1,9,3,2,1,1,3,16,2
90000774862,1,9,3,2,1,1,3,35,4
90000774862,1,9,3,2,1,1,3,40,1
90000775451,7,7,3,1,1,4,3,9,2
90000775451,7,7,3,1,1,4,3,31,1
90000775601,7,7,5,1,1,4,7,18,5
90000775601,7,7,5,1,1,4,7,21,2
90000775601,7,7,5,1,1,4,7,23,2
90000775601,7,7,5,1,1,4,7,25,2
90000775601,7,7,5,1,1,4,7,27,3
90000775601,7,7,5,1,1,4,7,28,1
90000775601,7,7,5,1,1,4,7,34,5
90000775601,7,7,5,1,1,4,7,35,1
90000775821,7,5,3,2,1,8,1,13,2
90000775821,7,5,3,2,1,8,1,32,1
90000776011,7,11,4,2,2,3,6,21,5
90000776011,7,11,4,2,2,3,6,23,5
90000776011,7,11,4,2,2,3,6,27,1
90000776012,1,11,4,1,1,1,6,19,2
90000776012,1,11,4,1,1,1,6,35,1
90000776051,7,6,5,2,1,3,1,18,3
90000776051,7,6,5,2,1,3,1,20,3
90000776051,7,6,5,2,1,3,1,21,3
90000776051,7,6,5,2,1,3,1,21,1
90000776211,7,6,3,1,2,4,5,18,3
90000776211,7,6,3,1,2,4,5,20,5
90000776211,7,6,3,1,2,4,5,30,1
90000776211,7,6,3,1,2,3,5,35,5
90000776211,7,6,3,1,2,3,5,41,1
90000776291,7,11,4,1,1,1,5,15,5
90000776291,7,11,4,1,1,1,5,19,2
90000776291,7,11,4,1,1,1,5,31,1
90000776292,1,11,4,2,1,3,5,23,5
90000776292,1,11,4,2,1,3,5,28,1
90000776361,7,10,3,2,1,1,2,37,5
90000776361,7,10,3,2,1,1,2,41,1
90000776411,7,6,5,1,2,3,7,23,3
90000776411,7,6,5,1,2,3,7,30,1
90000776412,1,6,5,2,2,3,7,23,3
90000776412,1,6,5,2,2,3,7,30,1
90000776431,7,6,5,2,2,1,4,19,3
90000776431,7,6,5,2,2,1,4,23,5
90000776431,7,6,5,2,2,1,4,31,1
90000776611,7,11,3,2,1,3,2,15,5
90000776611,7,11,3,2,1,3,2,16,2
90000776611,7,11,3,2,1,3,2,39,5
90000776611,7,11,3,2,1,3,2,43,1
90000776731,7,10,4,2,1,3,4,29,2
90000776731,7,10,4,2,1,3,4,32,5
90000776731,7,10,4,2,1,3,4,33,1
90000776732,1,10,4,1,1,4,4,17,2
90000776732,1,10,4,1,1,4,4,36,1
90000776801,7,11,5,1,1,3,1,19,5
90000776801,7,11,5,1,1,3,1,32,1
90000776802,1,11,5,2,1,3,1,19,5
90000776802,1,11,5,2,1,3,1,32,1
90000776831,7,4,5,2,2,2,6,17,3
90000776831,7,4,5,2,2,2,6,22,1
90000776832,1,4,6,1,1,2,6,15,2
90000776832,1,4,6,1,1,2,6,35,1
90000776851,7,2,4,2,2,3,1,38,1
90000776961,7,7,4,2,1,4,5,38,4
90000776961,7,7,4,2,1,4,5,42,5
90000776961,7,7,4,2,1,4,5,42,1
90000776962,1,7,4,1,1,1,5,15,2
90000776962,1,7,4,1,1,1,5,35,1
90000776962,1,7,4,1,1,4,5,38,4
90000776962,1,7,4,1,1,4,5,42,5
90000776962,1,7,4,1,1,4,5,42,1
90000777142,1,10,4,1,2,4,6,36,5
90000777143,2,10,2,1,1,9,6,17,4
90000777143,2,10,2,1,1,20,6,29,2
90000777143,2,10,2,1,1,8,6,36,5
90000777143,2,10,2,1,1,4,6,36,1
90000777144,2,10,3,1,1,3,6,15,2
90000777144,2,10,3,1,1,3,6,37,1
90000777311,7,7,5,2,2,1,4,29,5
90000777311,7,7,5,2,2,1,4,33,3
90000777311,7,7,5,2,2,1,4,36,1
90000777361,7,2,5,1,2,20,3,25,1
90000777362,1,2,5,2,2,20,3,25,1
90000777491,7,5,5,2,2,1,5,27,3
90000777491,7,5,5,2,2,1,5,28,3
90000777491,7,5,5,2,2,1,5,29,1
90000864982,1,11,4,2,1,3,7,36,1
90000865001,7,5,3,1,1,4,6,12,2
90000865001,7,5,3,1,1,4,6,32,1
90000865121,7,3,5,2,2,11,7,21,5
90000865121,7,3,5,2,2,11,7,21,3
90000865121,7,3,5,2,2,3,7,24,1
90000865121,7,3,5,2,2,4,7,37,5
90000865121,7,3,5,2,2,4,7,39,1
90000865161,7,3,3,2,1,1,1,20,4
90000865161,7,3,3,2,1,1,1,25,5
90000865161,7,3,3,2,1,1,1,25,1
90000865161,7,3,3,2,1,1,1,32,5
90000865161,7,3,3,2,1,1,1,32,3
90000865161,7,3,3,2,1,1,1,35,1
90000865161,7,3,3,2,1,1,1,40,5
90000865161,7,3,3,2,1,1,1,41,1
90000865162,1,3,4,1,1,1,1,20,4
90000865162,1,3,4,1,1,1,1,25,5
90000865162,1,3,4,1,1,1,1,25,1
90000865163,2,3,2,1,2,1,1,20,4
90000865163,2,3,2,1,2,1,1,25,5
90000865163,2,3,2,1,2,1,1,25,1
90000865163,2,3,2,1,2,1,1,32,5
90000865163,2,3,2,1,2,1,1,37,5
90000865163,2,3,2,1,2,1,1,39,1
90000865164,2,3,2,2,2,1,1,19,4
90000865164,2,3,2,2,2,1,1,25,5
90000865164,2,3,2,2,2,1,1,29,5
90000865164,2,3,2,2,2,1,1,41,1
90000865381,7,9,5,2,2,1,2,16,4
90000865381,7,9,5,2,2,1,2,19,1
90000865381,7,9,5,2,2,1,2,21,3
90000865381,7,9,5,2,2,1,2,23,1
90000865481,7,11,3,1,1,4,5,16,2
90000865481,7,11,3,1,1,4,5,40,1
90000865521,7,3,5,2,2,2,5,25,3
90000865521,7,3,5,2,2,2,5,29,5
90000865521,7,3,5,2,2,20,5,31,3
90000865521,7,3,5,2,2,20,5,35,5
90000865571,7,10,5,2,2,3,1,18,4
90000865571,7,10,5,2,2,3,1,21,1
90000865572,2,10,4,2,1,3,1,18,4
90000865572,2,10,4,2,1,3,1,21,1
90000865851,7,6,3,2,2,20,3,19,5
90000865851,7,6,3,2,2,1,3,27,5
90000865851,7,6,3,2,2,1,3,28,1
90000866071,7,7,4,1,2,1,6,17,5
90000866071,7,7,4,1,2,1,6,23,1
90000866071,7,7,4,1,2,1,6,28,5
90000866071,7,7,4,1,2,1,6,28,1
90000866071,7,7,4,1,2,1,6,35,5
90000866071,7,7,4,1,2,1,6,36,1
90000866072,1,7,4,2,1,1,6,17,2
90000866072,1,7,4,2,1,1,6,36,1
90000866092,1,10,5,1,2,1,3,26,5
90000866092,1,10,5,1,2,1,3,35,1
90000866491,7,8,5,1,1,2,1,18,4
90000866491,7,8,5,1,1,2,1,26,5
90000866491,7,8,5,1,1,2,1,37,1
90000866492,1,8,4,2,2,2,1,18,4
90000866492,1,8,4,2,2,2,1,26,5
90000866492,1,8,4,2,2,2,1,37,1
90000866501,7,8,5,1,2,1,6,19,5
90000866501,7,8,5,1,2,1,6,20,3
90000866501,7,8,5,1,2,1,6,23,5
90000866501,7,8,5,1,2,1,6,25,3
90000866501,7,8,5,1,2,1,6,27,5
90000866501,7,8,5,1,2,4,6,29,3
90000866501,7,8,5,1,2,4,6,30,3
90000866501,7,8,5,1,2,4,6,31,1
90000866502,1,8,5,2,2,4,6,29,3
90000866502,1,8,5,2,2,4,6,30,3
90000866502,1,8,5,2,2,4,6,31,1
90000866862,1,8,3,1,1,1,4,16,2
90000866862,1,8,3,1,1,1,4,34,1
90000867031,7,11,5,1,2,20,6,14,5
90000867031,7,11,5,1,2,20,6,15,1
90000867031,7,11,5,1,2,20,6,16,5
90000867111,7,10,5,1,2,3,2,23,5
90000867111,7,10,5,1,2,3,2,24,5
90000867111,7,10,5,1,2,3,2,25,3
90000867111,7,10,5,1,2,3,2,28,1
90000867141,7,10,3,2,1,1,3,15,2
90000867141,7,10,3,2,1,1,3,36,1
90000867142,1,10,3,1,1,1,3,15,2
90000867142,1,10,3,1,1,1,3,36,1
90000867281,7,11,4,1,1,1,6,16,5
90000867281,7,11,4,1,1,1,6,17,2
90000867281,7,11,4,1,1,1,6,30,5
90000867281,7,11,4,1,1,1,6,33,1
90000867282,1,11,4,2,2,3,6,25,3
90000867282,1,11,4,2,2,3,6,31,5
90000867282,1,11,4,2,2,3,6,32,1
90000867381,7,8,5,1,2,1,3,25,3
90000867381,7,8,5,1,2,1,3,26,5
90000867381,7,8,5,1,2,1,3,28,5
90000867381,7,8,5,1,2,1,3,29,3
90000867381,7,8,5,1,2,1,3,30,3
90000867381,7,8,5,1,2,1,3,31,5
90000867381,7,8,5,1,2,1,3,33,3
90000867381,7,8,5,1,2,1,3,33,1
90000867381,7,8,5,1,2,20,3,43,5
90000867381,7,8,5,1,2,20,3,43,1
90000867382,1,8,4,1,1,3,3,12,5
90000867382,1,8,4,1,1,3,3,15,1
90000867382,1,8,4,1,1,3,3,17,2
90000867382,1,8,4,1,1,3,3,32,1
90000867411,7,11,4,1,1,3,7,22,5
90000867411,7,11,4,1,1,3,7,39,1
90000867412,1,11,4,2,1,3,7,22,5
90000867412,1,11,4,2,1,3,7,39,1
90000867471,7,7,5,1,2,4,1,21,3
90000867471,7,7,5,1,2,4,1,22,3
90000867471,7,7,5,1,2,4,1,24,1
90000867622,1,11,3,2,1,3,4,15,2
90000867622,1,11,3,2,1,3,4,34,1
90000867624,5,11,4,1,2,3,4,16,5
90000867624,5,11,4,1,2,3,4,17,1
90000867624,5,11,4,1,2,3,4,34,5
90000867624,5,11,4,1,2,3,4,35,1
90000867641,7,7,3,2,1,3,7,25,3
90000867641,7,7,3,2,1,3,7,26,3
90000867641,7,7,3,2,1,3,7,27,3
90000867641,7,7,3,2,1,20,7,29,5
90000867641,7,7,3,2,1,20,7,30,1
90000867641,7,7,3,2,1,20,7,30,3
90000867641,7,7,3,2,1,20,7,32,1
90000867751,7,10,4,1,1,4,2,16,2
90000867751,7,10,4,1,1,4,2,35,1
90000867752,1,10,3,2,1,3,2,14,2
90000867752,1,10,3,2,1,3,2,34,1
90000867771,7,11,3,2,1,1,4,18,2
90000867771,7,11,3,2,1,1,4,35,5
90000867771,7,11,3,2,1,1,4,37,1
90000867772,1,11,3,1,1,3,4,23,2
90000867772,1,11,3,1,1,3,4,38,1
90000867821,7,3,5,2,2,1,2,37,5
90000867821,7,3,5,2,2,1,2,38,5
90000867821,7,3,5,2,2,1,2,40,1
90000867851,7,3,5,2,2,20,6,20,3
90000867851,7,3,5,2,2,20,6,21,1
90000867851,7,3,5,2,2,20,6,26,3
90000867851,7,3,5,2,2,20,6,28,1
90000867851,7,3,5,2,2,1,6,35,3
90000867851,7,3,5,2,2,1,6,36,3
90000867851,7,3,5,2,2,1,6,38,1
90000868131,7,6,3,2,2,3,3,19,5
90000868131,7,6,3,2,2,3,3,21,1
90000868251,7,7,5,1,2,20,6,22,5
90000868252,1,7,5,2,2,1,6,23,5
90000868252,1,7,5,2,2,1,6,37,5
90000868291,7,9,3,1,1,1,4,16,4
90000868291,7,9,3,1,1,1,4,17,2
90000868291,7,9,3,1,1,1,4,36,1
90000868292,1,9,3,2,1,3,4,23,5
90000868292,1,9,3,2,1,3,4,27,5
90000868292,1,9,3,2,1,3,4,28,1
90000868292,1,9,3,2,1,3,4,30,5
90000868292,1,9,3,2,1,3,4,31,1
90000868292,1,9,3,2,1,3,4,34,5
90000868292,1,9,3,2,1,3,4,36,1
90000868292,1,9,3,2,1,1,4,41,2
90000868292,1,9,3,2,1,1,4,43,1
90000868371,7,4,4,2,1,4,3,27,5
90000868371,7,4,4,2,1,3,3,29,5
90000868371,7,4,4,2,1,3,3,39,1
90000868372,2,4,3,2,1,1,3,23,5
90000868372,2,4,3,2,1,1,3,25,1
90000868373,2,4,3,1,2,3,3,19,4
90000868373,2,4,3,1,2,3,3,31,1
90000868481,7,10,4,1,1,1,1,19,4
90000868481,7,10,4,1,1,1,1,24,1
90000868481,7,10,4,1,1,1,1,26,3
90000868481,7,10,4,1,1,1,1,27,1
90000868481,7,10,4,1,1,1,1,27,5
90000868481,7,10,4,1,1,1,1,28,5
90000868481,7,10,4,1,1,1,1,32,5
90000868481,7,10,4,1,1,1,1,33,1
90000868481,7,10,4,1,1,1,1,36,5
90000868481,7,10,4,1,1,1,1,43,1
90000868482,1,10,4,2,1,1,1,28,5
90000868482,1,10,4,2,1,1,1,32,5
90000868482,1,10,4,2,1,1,1,33,1
90000868551,7,5,3,1,1,3,2,25,3
90000868551,7,5,3,1,1,3,2,25,1
90000868661,7,4,4,2,1,1,3,13,2
90000868662,1,4,4,1,1,1,3,13,5
90000868662,1,4,4,1,1,1,3,14,1
90000868662,1,4,4,1,1,1,3,16,2
90000868662,1,4,4,1,1,1,3,35,1
90000868681,7,6,5,2,1,1,5,14,2
90000868681,7,6,5,2,1,1,5,33,1
90000868682,2,6,3,1,1,1,5,17,2
90000868682,2,6,3,1,1,1,5,35,1
90000868821,7,8,3,2,1,4,3,22,3
90000868821,7,8,3,2,1,4,3,22,1
90000868822,1,8,3,1,1,4,3,15,5
90000868822,1,8,3,1,1,4,3,16,5
90000868822,1,8,3,1,1,4,3,17,5
90000868822,1,8,3,1,1,4,3,21,1
90000868822,1,8,3,1,1,4,3,46,2
90000868911,7,7,5,2,2,3,2,21,5
90000868911,7,7,5,2,2,3,2,23,3
90000868911,7,7,5,2,2,3,2,24,5
90000868911,7,7,5,2,2,3,2,25,3
90000868911,7,7,5,2,2,3,2,27,5
90000868911,7,7,5,2,2,3,2,31,1
90000868912,1,7,5,1,1,3,2,27,5
90000868912,1,7,5,1,1,3,2,36,5
90000868912,1,7,5,1,1,3,2,44,1
90000868941,7,11,3,1,1,3,3,14,2
90000868941,7,11,3,1,1,3,3,32,1
90000868941,7,11,3,1,1,3,3,37,5
90000868941,7,11,3,1,1,3,3,39,1
90000868942,1,11,3,2,2,2,3,19,5
90000868942,1,11,3,2,2,2,3,25,1
90000869001,7,7,5,1,1,4,2,14,2
90000869001,7,7,5,1,1,4,2,32,1
90000869002,1,7,5,2,1,3,2,18,2
90000869002,1,7,5,2,1,3,2,38,1
90000869121,7,7,4,1,1,3,1,22,4
90000869121,7,7,4,1,1,3,1,26,1
90000869122,1,7,4,2,2,3,1,22,4
90000869122,1,7,4,2,2,3,1,26,1
90000869151,7,11,4,2,1,3,1,18,5
90000869151,7,11,4,2,1,3,1,19,1
90000869151,7,11,4,2,1,3,1,34,5
90000869151,7,11,4,2,1,3,1,34,1
90000869152,1,11,5,1,2,3,1,18,5
90000869152,1,11,5,1,2,3,1,19,1
90000869152,1,11,5,1,2,3,1,34,5
90000869152,1,11,5,1,2,3,1,34,1
90000869281,7,7,5,1,2,1,6,15,5
90000869281,7,7,5,1,2,1,6,16,1
90000869281,7,7,5,1,2,20,6,19,5
90000869281,7,7,5,1,2,1,6,21,5
90000869281,7,7,5,1,2,1,6,24,1
90000869282,1,7,5,2,2,1,6,21,5
90000869282,1,7,5,2,2,1,6,24,1
90000869282,1,7,5,2,2,1,6,32,3
90000869282,1,7,5,2,2,1,6,32,1
90000869282,1,7,5,2,2,20,6,35,5
90000869341,7,9,5,1,2,1,3,33,3
90000869341,7,9,5,1,2,1,3,33,1
90000869342,1,9,5,2,2,4,3,25,3
90000869342,1,9,5,2,2,4,3,27,3
90000869342,1,9,5,2,2,4,3,27,1
90000869342,1,9,5,2,2,1,3,28,3
90000869342,1,9,5,2,2,1,3,33,1
90000869501,7,7,5,1,2,1,4,21,3
90000869501,7,7,5,1,2,1,4,21,1
90000869581,7,6,3,1,1,3,1,13,2
90000869581,7,6,3,1,1,3,1,39,1
90000869601,7,6,5,2,2,2,5,29,3
90000869601,7,6,5,2,2,2,5,32,3
90000869601,7,6,5,2,2,2,5,35,1
90000869602,1,6,5,1,2,2,5,29,3
90000869602,1,6,5,1,2,2,5,32,3
90000869602,1,6,5,1,2,2,5,35,1
90000869701,7,6,4,2,2,3,6,42,3
90000869701,7,6,4,2,2,3,6,43,3
90000869701,7,6,4,2,2,3,6,44,1
90000869711,7,3,5,2,2,1,2,29,5
90000869711,7,3,5,2,2,1,2,30,1
90000869731,7,8,3,2,2,3,3,16,2
90000869731,7,8,3,2,2,3,3,33,3
90000869731,7,8,3,2,2,3,3,34,3
90000869731,7,8,3,2,2,3,3,34,1
90000869731,7,8,3,2,2,3,3,35,5
90000869731,7,8,3,2,2,3,3,38,5
90000869941,7,7,3,2,1,20,1,19,5
90000869941,7,7,3,2,1,20,1,21,5
90000870001,7,8,4,2,1,4,3,37,3
90000870001,7,8,4,2,1,4,3,38,1
90000870002,1,8,4,1,1,4,3,13,2
90000870002,1,8,4,1,1,4,3,32,1
90000870002,1,8,4,1,1,4,3,37,3
90000870002,1,8,4,1,1,4,3,38,1
90000870182,1,10,3,2,1,3,5,35,5
90000870182,1,10,3,2,1,3,5,37,1
90000870201,7,10,3,2,1,1,1,21,4
90000870201,7,10,3,2,1,1,1,24,3
90000870201,7,10,3,2,1,1,1,27,1
90000870202,1,10,3,1,1,1,1,21,4
90000870202,1,10,3,1,1,1,1,24,3
90000870202,1,10,3,1,1,1,1,27,1
90000870451,7,6,5,1,2,3,4,20,5
90000870451,7,6,5,1,2,3,4,20,1
90000870451,7,6,5,1,2,3,4,31,5
90000870451,7,6,5,1,2,3,4,32,1
90000870481,7,8,4,2,1,3,7,19,3
90000870481,7,8,4,2,1,3,7,20,3
90000870481,7,8,4,2,1,3,7,24,1
90000870491,7,2,5,2,2,1,1,21,5
90000870491,7,2,5,2,2,1,1,31,1
90000870502,1,7,4,2,1,3,1,26,5
90000870502,1,7,4,2,1,3,1,28,3
90000870502,1,7,4,2,1,3,1,28,1
90000870711,7,6,4,2,1,21,6,29,5
90000870711,7,6,4,2,1,21,6,30,1
90000870712,1,6,4,1,2,4,6,34,5
90000870712,1,6,4,1,2,4,6,44,1
90000870761,7,10,6,1,2,1,5,19,5
90000870761,7,10,6,1,2,1,5,24,5
90000870761,7,10,6,1,2,1,5,26,5
90000870761,7,10,6,1,2,1,5,31,1
90000870831,7,7,5,1,2,3,6,34,5
90000870831,7,7,5,1,2,3,6,43,1
90000870832,1,7,5,2,2,3,6,34,5
90000870832,1,7,5,2,2,3,6,43,1
90000870832,1,7,5,2,2,3,6,45,5
90000870832,1,7,5,2,2,3,6,47,1
90000871081,7,1,3,1,2,20,4,39,5
90000871081,7,1,3,1,2,20,4,41,5
90000871251,7,11,3,2,1,3,7,29,2
90000871251,7,11,3,2,1,3,7,30,3
90000871251,7,11,3,2,1,3,7,33,1
90000871252,1,11,4,1,1,20,7,23,5
90000871252,1,11,4,1,1,20,7,25,1
90000871281,7,11,4,2,1,3,1,22,4
90000871281,7,11,4,2,1,3,1,25,1
90000871281,7,11,4,2,1,3,1,29,5
90000871281,7,11,4,2,1,3,1,36,1
90000871282,1,11,5,1,2,3,1,22,4
